from,to,mode,base_time_sec,max_speed_kph,district,cost,co2_per_km
TS03,J04,WALK,120,5,KL_SENTRAL,0.0,0.0
J08,BS08,WALK,120,5,KL_TOWER,0.0,0.0
BS08,J08,WALK,120,5,KL_TOWER,0.0,0.0
J10,BS10,WALK,120,5,AMPANG,0.0,0.0
BS10,J10,WALK,120,5,AMPANG,0.0,0.0
J11,BS11,WALK,120,5,RAJA_UDA,0.0,0.0
BS11,J11,WALK,120,5,RAJA_UDA,0.0,0.0
J12,BS12,WALK,120,5,DAMAI,0.0,0.0
BS12,J12,WALK,120,5,DAMAI,0.0,0.0
J13,BS13,WALK,120,5,SEMARAK,0.0,0.0
BS13,J13,WALK,120,5,SEMARAK,0.0,0.0
J06,J05,WALK,300,5,MERDEKA,0.0,0.0
J05,J06,WALK,300,5,PASAR_SENI,0.0,0.0
J05,J07,WALK,300,5,PASAR_SENI,0.0,0.0
J07,J05,WALK,300,5,CHINATOWN,0.0,0.0
J07,J08,WALK,400,5,CHINATOWN,0.0,0.0
J08,J07,WALK,400,5,KL_TOWER,0.0,0.0
J02,J08,WALK,350,5,BUKIT_BINTANG,0.0,0.0
J08,J02,WALK,350,5,KL_TOWER,0.0,0.0
J02,J03,WALK,300,5,BUKIT_BINTANG,0.0,0.0
J03,J02,WALK,300,5,KLCC,0.0,0.0
J03,J10,WALK,350,5,KLCC,0.0,0.0
J10,J03,WALK,350,5,AMPANG,0.0,0.0
J10,J11,WALK,300,5,AMPANG,0.0,0.0
J11,J10,WALK,300,5,RAJA_UDA,0.0,0.0
J11,J12,WALK,900,5,RAJA_UDA,0.0,0.0
J12,J11,WALK,900,5,DAMAI,0.0,0.0
J12,J13,WALK,500,5,DAMAI,0.0,0.0
J13,J12,WALK,500,5,SEMARAK,0.0,0.0
J01,J06,CAR,180,40,MASJID_JAMEK,3.00,0.20
J06,J01,CAR,180,40,MERDEKA,3.00,0.20
J06,J05,CAR,150,40,MERDEKA,2.50,0.20
J05,J06,CAR,150,40,PASAR_SENI,2.50,0.20
J05,J07,CAR,180,40,PASAR_SENI,3.00,0.20
J07,J05,CAR,180,40,CHINATOWN,3.00,0.20
J07,J08,CAR,200,40,CHINATOWN,3.50,0.20
J08,J07,CAR,200,40,KL_TOWER,3.50,0.20
J02,J08,CAR,180,40,BUKIT_BINTANG,3.00,0.20
J08,J02,CAR,180,40,KL_TOWER,3.00,0.20
J02,J03,CAR,180,40,BUKIT_BINTANG,3.00,0.20
J03,J02,CAR,180,40,KLCC,3.00,0.20
J03,J10,CAR,180,40,KLCC,3.00,0.20
J10,J03,CAR,180,40,AMPANG,3.00,0.20
J10,J11,CAR,200,40,AMPANG,3.50,0.20
J11,J10,CAR,200,40,RAJA_UDA,3.50,0.20
J11,J12,CAR,180,60,RAJA_UDA,3.00,0.20
J12,J11,CAR,180,60,DAMAI,3.00,0.20
J12,J13,CAR,180,60,DAMAI,3.00,0.20
J13,J12,CAR,180,60,SEMARAK,3.00,0.20
J01,J02,CAR,240,40,MASJID_JAMEK,4.00,0.20
J02,J01,CAR,240,40,BUKIT_BINTANG,4.00,0.20
J01,J04,CAR,200,40,MASJID_JAMEK,3.50,0.20
J04,J01,CAR,200,40,KL_SENTRAL,3.50,0.20
J04,J07,CAR,300,40,KL_SENTRAL,5.00,0.20
J07,J04,CAR,300,40,CHINATOWN,5.00,0.20
BS04,BS01,BUS,300,30,KL_SENTRAL,2.00,0.08
BS01,BS04,BUS,300,30,MASJID_JAMEK,2.00,0.08
BS01,BS05,BUS,300,30,MASJID_JAMEK,2.00,0.08
BS05,BS01,BUS,300,30,PASAR_SENI,2.00,0.08
BS05,BS07,BUS,300,30,PASAR_SENI,2.00,0.08
BS07,BS05,BUS,300,30,CHINATOWN,2.00,0.08
BS07,BS06,BUS,300,30,CHINATOWN,2.00,0.08
BS06,BS07,BUS,300,30,MERDEKA,2.00,0.08
BS06,BS02,BUS,300,30,MERDEKA,2.00,0.08
BS02,BS06,BUS,300,30,BUKIT_BINTANG,2.00,0.08
BS02,BS03,BUS,300,30,BUKIT_BINTANG,2.00,0.08
BS03,BS02,BUS,300,30,KLCC,2.00,0.08
BS03,BS10,BUS,300,30,KLCC,2.00,0.08
BS10,BS03,BUS,300,30,AMPANG,2.00,0.08
BS10,BS11,BUS,300,30,AMPANG,2.00,0.08
BS11,BS10,BUS,300,30,RAJA_UDA,2.00,0.08
BS11,BS12,BUS,400,30,RAJA_UDA,2.50,0.08
BS12,BS11,BUS,400,30,DAMAI,2.50,0.08
BS12,BS13,BUS,300,30,DAMAI,2.00,0.08
BS13,BS12,BUS,300,30,SEMARAK,2.00,0.08
TS03,TS04,TRAIN,150,80,KL_SENTRAL,2.50,0.05
TS04,TS03,TRAIN,150,80,PASAR_SENI,2.50,0.05
TS04,TS05,TRAIN,150,80,PASAR_SENI,2.50,0.05
TS05,TS04,TRAIN,150,80,MERDEKA,2.50,0.05
TS05,TS02,TRAIN,150,80,MERDEKA,2.50,0.05
TS02,TS05,TRAIN,150,80,BUKIT_BINTANG,2.50,0.05
TS02,TS01,TRAIN,150,80,BUKIT_BINTANG,2.50,0.05
TS01,TS02,TRAIN,150,80,KLCC,2.50,0.05
